Domain,Area,Element,Item,Year,Value
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1963,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1964,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1965,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1966,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1967,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1968,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1969,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1970,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1971,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1972,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1973,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1974,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1975,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1976,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1977,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1978,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1979,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1980,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1981,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1982,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1983,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1984,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1985,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1986,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1987,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1988,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1989,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1990,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1991,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1992,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1993,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1994,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1995,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1996,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1997,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1998,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1999,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,2000,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,2001,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,2002,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,2003,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,2004,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,2005,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,2006,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,2007,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,2008,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,2009,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,2010,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,2011,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,2012,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,2013,
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1961,3305
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1962,3232
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1963,3366
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1964,3491
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1965,3711
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1966,4046
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1967,4218
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1968,4120
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1969,4336
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1970,4645
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1971,4687
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1972,4918
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1973,4828
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1974,4853
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1975,4730
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1976,5319
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1977,5402
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1978,5689
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1979,6265
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1980,6487
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1981,6901
