Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (-2013, old methodology and population)",Morocco,Production,Bovine Meat,2003,1000 tonnes,150
"Food Balances (-2013, old methodology and population)",Morocco,Production,Bovine Meat,2004,1000 tonnes,140
"Food Balances (-2013, old methodology and population)",Morocco,Production,Bovine Meat,2005,1000 tonnes,157
"Food Balances (-2013, old methodology and population)",Morocco,Production,Bovine Meat,2006,1000 tonnes,160
"Food Balances (-2013, old methodology and population)",Morocco,Production,Bovine Meat,2007,1000 tonnes,160
"Food Balances (-2013, old methodology and population)",Morocco,Production,Bovine Meat,2008,1000 tonnes,180
"Food Balances (-2013, old methodology and population)",Morocco,Production,Bovine Meat,2009,1000 tonnes,190
"Food Balances (-2013, old methodology and population)",Morocco,Production,Bovine Meat,2010,1000 tonnes,192
"Food Balances (-2013, old methodology and population)",Morocco,Production,Bovine Meat,2011,1000 tonnes,199
"Food Balances (-2013, old methodology and population)",Morocco,Production,Bovine Meat,2012,1000 tonnes,204
"Food Balances (-2013, old methodology and population)",Morocco,Production,Bovine Meat,2013,1000 tonnes,254
"Food Balances (-2013, old methodology and population)",Morocco,Production,Mutton & Goat Meat,1991,1000 tonnes,120
"Food Balances (-2013, old methodology and population)",Morocco,Production,Mutton & Goat Meat,1992,1000 tonnes,128
"Food Balances (-2013, old methodology and population)",Morocco,Production,Mutton & Goat Meat,1993,1000 tonnes,122
"Food Balances (-2013, old methodology and population)",Morocco,Production,Mutton & Goat Meat,1994,1000 tonnes,125
"Food Balances (-2013, old methodology and population)",Morocco,Production,Mutton & Goat Meat,1995,1000 tonnes,132
"Food Balances (-2013, old methodology and population)",Morocco,Production,Mutton & Goat Meat,1996,1000 tonnes,112
"Food Balances (-2013, old methodology and population)",Morocco,Production,Mutton & Goat Meat,1997,1000 tonnes,142
"Food Balances (-2013, old methodology and population)",Morocco,Production,Mutton & Goat Meat,1998,1000 tonnes,137
"Food Balances (-2013, old methodology and population)",Morocco,Production,Mutton & Goat Meat,1999,1000 tonnes,146
"Food Balances (-2013, old methodology and population)",Morocco,Production,Mutton & Goat Meat,2000,1000 tonnes,147
"Food Balances (-2013, old methodology and population)",Morocco,Production,Mutton & Goat Meat,2001,1000 tonnes,146
"Food Balances (-2013, old methodology and population)",Morocco,Production,Mutton & Goat Meat,2002,1000 tonnes,132
"Food Balances (-2013, old methodology and population)",Morocco,Production,Mutton & Goat Meat,2003,1000 tonnes,127
"Food Balances (-2013, old methodology and population)",Morocco,Production,Mutton & Goat Meat,2004,1000 tonnes,128
"Food Balances (-2013, old methodology and population)",Morocco,Production,Mutton & Goat Meat,2005,1000 tonnes,137
"Food Balances (-2013, old methodology and population)",Morocco,Production,Mutton & Goat Meat,2006,1000 tonnes,143
"Food Balances (-2013, old methodology and population)",Morocco,Production,Mutton & Goat Meat,2007,1000 tonnes,142
"Food Balances (-2013, old methodology and population)",Morocco,Production,Mutton & Goat Meat,2008,1000 tonnes,143
"Food Balances (-2013, old methodology and population)",Morocco,Production,Mutton & Goat Meat,2009,1000 tonnes,156
"Food Balances (-2013, old methodology and population)",Morocco,Production,Mutton & Goat Meat,2010,1000 tonnes,162
"Food Balances (-2013, old methodology and population)",Morocco,Production,Mutton & Goat Meat,2011,1000 tonnes,167
"Food Balances (-2013, old methodology and population)",Morocco,Production,Mutton & Goat Meat,2012,1000 tonnes,172
"Food Balances (-2013, old methodology and population)",Morocco,Production,Mutton & Goat Meat,2013,1000 tonnes,144
"Food Balances (-2013, old methodology and population)",Morocco,Production,Pigmeat,1991,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Morocco,Production,Pigmeat,1992,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Morocco,Production,Pigmeat,1993,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Morocco,Production,Pigmeat,1994,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Morocco,Production,Pigmeat,1995,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Morocco,Production,Pigmeat,1996,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Morocco,Production,Pigmeat,1997,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Morocco,Production,Pigmeat,1998,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Morocco,Production,Pigmeat,1999,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Morocco,Production,Pigmeat,2000,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Morocco,Production,Pigmeat,2001,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Morocco,Production,Pigmeat,2002,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Morocco,Production,Pigmeat,2003,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Morocco,Production,Pigmeat,2004,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Morocco,Production,Pigmeat,2005,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Morocco,Production,Pigmeat,2006,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Morocco,Production,Pigmeat,2007,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Morocco,Production,Pigmeat,2008,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Morocco,Production,Pigmeat,2009,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Morocco,Production,Pigmeat,2010,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Morocco,Production,Pigmeat,2011,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Morocco,Production,Pigmeat,2012,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Morocco,Production,Pigmeat,2013,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Morocco,Production,Poultry Meat,1991,1000 tonnes,160
"Food Balances (-2013, old methodology and population)",Morocco,Production,Poultry Meat,1992,1000 tonnes,169
"Food Balances (-2013, old methodology and population)",Morocco,Production,Poultry Meat,1993,1000 tonnes,158
"Food Balances (-2013, old methodology and population)",Morocco,Production,Poultry Meat,1994,1000 tonnes,177
"Food Balances (-2013, old methodology and population)",Morocco,Production,Poultry Meat,1995,1000 tonnes,197
"Food Balances (-2013, old methodology and population)",Morocco,Production,Poultry Meat,1996,1000 tonnes,247
"Food Balances (-2013, old methodology and population)",Morocco,Production,Poultry Meat,1997,1000 tonnes,247
"Food Balances (-2013, old methodology and population)",Morocco,Production,Poultry Meat,1998,1000 tonnes,247
"Food Balances (-2013, old methodology and population)",Morocco,Production,Poultry Meat,1999,1000 tonnes,277
"Food Balances (-2013, old methodology and population)",Morocco,Production,Poultry Meat,2000,1000 tonnes,267
"Food Balances (-2013, old methodology and population)",Morocco,Production,Poultry Meat,2001,1000 tonnes,272
"Food Balances (-2013, old methodology and population)",Morocco,Production,Poultry Meat,2002,1000 tonnes,297
"Food Balances (-2013, old methodology and population)",Morocco,Production,Poultry Meat,2003,1000 tonnes,337
"Food Balances (-2013, old methodology and population)",Morocco,Production,Poultry Meat,2004,1000 tonnes,343
"Food Balances (-2013, old methodology and population)",Morocco,Production,Poultry Meat,2005,1000 tonnes,388
"Food Balances (-2013, old methodology and population)",Morocco,Production,Poultry Meat,2006,1000 tonnes,400
"Food Balances (-2013, old methodology and population)",Morocco,Production,Poultry Meat,2007,1000 tonnes,420
"Food Balances (-2013, old methodology and population)",Morocco,Production,Poultry Meat,2008,1000 tonnes,490
"Food Balances (-2013, old methodology and population)",Morocco,Production,Poultry Meat,2009,1000 tonnes,545
"Food Balances (-2013, old methodology and population)",Morocco,Production,Poultry Meat,2010,1000 tonnes,616
"Food Balances (-2013, old methodology and population)",Morocco,Production,Poultry Meat,2011,1000 tonnes,666
"Food Balances (-2013, old methodology and population)",Morocco,Production,Poultry Meat,2012,1000 tonnes,670
"Food Balances (-2013, old methodology and population)",Morocco,Production,Poultry Meat,2013,1000 tonnes,684
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Bovine Meat,1991,1000 tonnes,14
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Bovine Meat,1992,1000 tonnes,14
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Bovine Meat,1993,1000 tonnes,15
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Bovine Meat,1994,1000 tonnes,14
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Bovine Meat,1995,1000 tonnes,14
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Bovine Meat,1996,1000 tonnes,14
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Bovine Meat,1997,1000 tonnes,14
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Bovine Meat,1998,1000 tonnes,14
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Bovine Meat,1999,1000 tonnes,13
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Bovine Meat,2000,1000 tonnes,12
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Bovine Meat,2001,1000 tonnes,11
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Bovine Meat,2002,1000 tonnes,12
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Bovine Meat,2003,1000 tonnes,15
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Bovine Meat,2004,1000 tonnes,17
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Bovine Meat,2005,1000 tonnes,19
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Bovine Meat,2006,1000 tonnes,16
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Bovine Meat,2007,1000 tonnes,22
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Bovine Meat,2008,1000 tonnes,19
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Bovine Meat,2009,1000 tonnes,19
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Bovine Meat,2010,1000 tonnes,19
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Bovine Meat,2011,1000 tonnes,19
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Bovine Meat,2012,1000 tonnes,26
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Bovine Meat,2013,1000 tonnes,26
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Mutton & Goat Meat,1991,1000 tonnes,13
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Mutton & Goat Meat,1992,1000 tonnes,15
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Mutton & Goat Meat,1993,1000 tonnes,16
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Mutton & Goat Meat,1994,1000 tonnes,17
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Mutton & Goat Meat,1995,1000 tonnes,18
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Mutton & Goat Meat,1996,1000 tonnes,20
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Mutton & Goat Meat,1997,1000 tonnes,21
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Mutton & Goat Meat,1998,1000 tonnes,24
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Mutton & Goat Meat,1999,1000 tonnes,24
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Mutton & Goat Meat,2000,1000 tonnes,25
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Mutton & Goat Meat,2001,1000 tonnes,26
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Mutton & Goat Meat,2002,1000 tonnes,25
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Mutton & Goat Meat,2003,1000 tonnes,24
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Mutton & Goat Meat,2004,1000 tonnes,25
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Mutton & Goat Meat,2005,1000 tonnes,25
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Mutton & Goat Meat,2006,1000 tonnes,22
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Mutton & Goat Meat,2007,1000 tonnes,23
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Mutton & Goat Meat,2008,1000 tonnes,25
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Mutton & Goat Meat,2009,1000 tonnes,20
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Mutton & Goat Meat,2010,1000 tonnes,20
"Food Balances (-2013, old methodology and population)",Mozambique,Production,Mutton & Goat Meat,2011,1000 tonnes,21
